name,description,video
BACKGROUND,(as in "history"),background2.mp4
BACKGROUND,(as in "something behind the main subject"),background3.mp4
BACKPACK,,backpack.mp4
BACKSIDE,(as in "around back"),backside.mp4
BACKUP,(as in "spare"),backup.mp4
BACKUP,(as in "make a copy of computer files"),backup2.mp4
BACON,,bacon.mp4
BACTERIA,,bacteria.mp4
BAD,,bad.mp4
BAD BEHAVIOR,,bad_behavior.mp4
BAD BREATH,,bad_breath.mp4
BAD REPUTATION,,bad_reputation.mp4
BADGE,(as in "police badge"),badge.mp4
BADGE,(as in "girls scout badge"),badge2.mp4
BADGE,(as in "scout badge"),badge3.mp4
BADGER,,badger.mp4
BADGES,(as in "girls scout badges"),badges.mp4
BADGES,(as in "scout badges"),badges2.mp4
BADMINTON,,badminton.mp4
BAG,(as in "a bag you carry"),bag.mp4
BAGEL,,bagel.mp4
BAGGAGE,,baggage.mp4
BAHAMAS,(as in "the country"),bahamas.mp4
BAHRAIN,(as in "the country"),bahrain.mp4
BAKE,,bake.mp4
BAKING SHEET,,baking_sheet.mp4
BALANCE,(as in "even distribution to remain upright"),balance.mp4
BALANCE,(as in "financial balance"),balance2.mp4
BALANCE,(as in "to balance weight"),balance3.mp4
BALCONY,(as in "raised porch"),balcony.mp4
BALD,,bald.mp4
BALL,(as in "an object you play with"),ball.mp4
BALL,(as in "a social gathering where you dance"),ball2.mp4
BALL CAP,,ball_cap.mp4
BALLERINA,,ballerina.mp4
BALLET,,ballet.mp4
BALLET SHOES,,ballet_shoes.mp4
BALLET SLIPPERS,,ballet_slippers.mp4
BALLOON,,balloon.mp4
BALTIMORE,(as in "independent city of Maryland"),baltimore.mp4
BAMBOOZLE,(as in "to bamboozle someone"),bamboozle.mp4
BAMBOOZLE,(as in "bamboozle me"),bamboozle2.mp4
BAN,(as in "something that is illegal"),ban.mp4
BANANA,,banana.mp4
BANANA PEPPER,(as in "the vegetable"),banana_pepper.mp4
BAND,(as in "an ally or group of people"),band.mp4
BAND,,band2.mp4
BAND-AID,,band2aid.mp4
BANDAGE,,bandage.mp4
BANDANA,,bandana.mp4
BANDIT,,bandit.mp4
BANG,|(as in "a sudden,_loud_nois.mp4,BANG.mp4
BANG UP,(as in "to get hurt"),bang_up.mp4
BANGLADESH,(as in "the country"),bangladesh.mp4
BANGS,(as in "the hair across the forehead"),bangs.mp4
BANJO,,banjo.mp4
BANK,,bank.mp4
BANKRUPT,,bankrupt.mp4
BANNER,,banner.mp4
BANQUET,,banquet.mp4
BANTER,,banter.mp4
BAPTISM,,baptism.mp4
BAPTIST,,baptist.mp4
BAPTIZE,,baptize.mp4
BAR,(as in "a place you drink alcohol"),bar.mp4
BAR,(as in "to prevent"),bar2.mp4
BAR,(as in "a block"),bar3.mp4
BAR,(as in "pole"),bar4.mp4
BAR,(as in "snack bar"),bar5.mp4
BAR MITZVAH,,bar_mitzvah.mp4
BARB,(as in "the name"),barb.mp4
BARBADOS,(as in "the country"),barbados.mp4
BARBARA,(as in "the name"),barbara.mp4
BARBECUE,,barbecue.mp4
BARBER,,barber.mp4
BARBUDA,(as in "the island in the Caribbean Sea"),barbuda.mp4
BARE,,bare.mp4
BAREHEAD,,barehead.mp4
BARELY,(as in "almost"),barely.mp4
BARELY,(as in "short distance"),barely2.mp4
BARK,(as in "the sound a dog makes"),bark.mp4
BARN,,barn.mp4
BAROMETER,,barometer.mp4
BAROMETRIC,,barometric.mp4
BARRETTE,,barrette.mp4
BARRIER,,barrier.mp4
BARS,(as in "jail bars"),bars.mp4
BASE,,base.mp4
BASEBALL,,baseball.mp4
BASEBALL CAP,,baseball_cap.mp4
BASEBALL HAT,,baseball_hat.mp4
BASEBALL PLAYER,,baseball_player.mp4
BASED ON,,based_on.mp4
BASEMENT,,basement.mp4
BASHFUL,(as in "shy"),bashful.mp4
BASIC,,basic.mp4
BASKET,,basket.mp4
BASKETBALL,,basketball.mp4
BASKETBALL PLAYER,,basketball_player.mp4
BASTARD,,bastard.mp4
BAT,(as in "the flying animal"),bat.mp4
BAT,(as in "baseball or softball bat"),bat2.mp4
BAT MITZVAH,,bat_mitzvah.mp4
BATCH,,batch.mp4
BATH,,bath.mp4
BATH MAT,,bath_mat.mp4
BATHE,,bathe.mp4
BATHING SUIT,'(as in "women''s two piece swimsuit")',bathing_suit.mp4
BATHING SUIT,'(as in "men''s swimsuit")',bathing_suit2.mp4
BATHING SUIT,'(as in "women''s one piece swimsuit")',bathing_suit3.mp4
BATHROBE,,bathrobe.mp4
BATHROOM,,bathroom.mp4
BATHTIME,,bathtime.mp4
BATHTUB,,bathtub.mp4
BATON ROUGE,(as in "the capital of Louisiana"),baton_rouge.mp4
BATTERY,(as in "what you put in a toy"),battery.mp4
BATTLE,,battle.mp4
BATTLE CREEK,(as in "the city in Michigan"),battle_creek.mp4
BAWL,(as in "to yell at someone"),bawl.mp4
BAWL OUT,(as in "to yell at me"),bawl_out.mp4
BAY,(as in "a large dog bark or howl loudly"),bay.mp4
BAY,(as in "an inlet between the sea and land"),bay2.mp4
BAYOU,,bayou.mp4
BB,(as in "the letter B twice"),bb.mp4
BBQ,,bbq.mp4
BE,,be.mp4
BE A GOOD BOY,,be_a_good_boy.mp4
BE A GOOD GIRL,,be_a_good_girl.mp4
BE CAREFUL,,be_careful.mp4
BE COOL,,be_cool.mp4
BE SEATED,(as in "to sit"),be_seated.mp4
BEACH,,beach.mp4
BEACH BALL,,beach_ball.mp4
BEAD,,bead.mp4
BEAD NECKLACE,,bead_necklace.mp4
BEADS,(as in "a bead necklace"),beads.mp4
BEADS,(as in "a pile of beads"),beads2.mp4
BEAK,'(as in "a bird''s beak")',beak.mp4
BEAN,,bean.mp4
BEAR,(as in "the animal"),bear.mp4
BEAR,(as in "tolerate"),bear2.mp4
BEAR,(as in "bear in mind"),bear3.mp4
BEAR IN MIND,,bear_in_mind.mp4
BEARD,,beard.mp4
BEAST,,beast.mp4
BEAT,(as in "overcome"),beat.mp4
BEAT,(as in "hit"),beat2.mp4
BEAT AROUND THE BUSH,,beat_around_the_bush.mp4
BEAT UP,,beat_up.mp4
BEAU,,beau.mp4
BEAUTIFUL,,beautiful.mp4
BEAUTIFULLY,,beautifully.mp4
BEAUTY,,beauty.mp4
BEAVER,,beaver.mp4
BECAME,,became.mp4
BECAUSE,,because.mp4
BECKON,,beckon.mp4
BECKY,(as in "the name"),becky.mp4
BECOME,,become.mp4
BECOME HEAVILY INVOLVED IN,,become_heavily_involved_in.mp4
BECOME SUCCESSFUL,,become_successful.mp4
BED,,bed.mp4
BED,'(as in "baby''s bed")',bed2.mp4
BEDROOM,,bedroom.mp4
BEDSPREAD,,bedspread.mp4
BEDTIME,,bedtime.mp4
BEE,,bee.mp4
BEEF,,beef.mp4
BEEN,(as in "since"),been.mp4
BEER,,beer.mp4
BEER BELLY,,beer_belly.mp4
BEER CAN,,beer_can.mp4
BEET,,beet.mp4
BEETLE,,beetle.mp4
BEFORE,(as in "before something begins"),before.mp4
BEFORE,(as in "the past"),before2.mp4
BEFORE,(as in "a physical location- in front of"),before3.mp4
BEFORE,(as in "earlier on a timeline"),before4.mp4
BEFORE THAT,(as in "before something begins"),before_that.mp4
BEFORE THAT,(as in "earlier on a timeline"),before_that2.mp4
BEG,,beg.mp4
BEGIN,(as in "to start"),begin.mp4
BEGINNING,(as in "starting"),beginning.mp4
BEGINS,(as in "action"),begins.mp4
BEHAVE,,behave.mp4
BEHAVIOR,,behavior.mp4
BEHIND,(as in "a position or place"),behind.mp4
BEHIND,(as in "late or behind time"),behind2.mp4
BEHIND,(as in "lacking"),behind3.mp4
BEHIND BARS,(as in "jail"),behind_bars.mp4
BEHOLD,,behold.mp4
BELARUS,(as in "the country"),belarus.mp4
BELCH,,belch.mp4
BELGIUM,(as in "the country"),belgium.mp4
BELIEF,,belief.mp4
BELIEVE,,believe.mp4
BELITTLE,,belittle.mp4
BELIZE,(as in "the country"),belize.mp4
BELL,(as in "bell shaped device that makes a sound"),bell.mp4
BELL,(as in "the sound from an alarm or phone"),bell2.mp4
BELL,(as in "a doorbell"),bell3.mp4
BELLY,,belly.mp4
BELLY BUTTON,,belly_button.mp4
BELLY DANCER,,belly_dancer.mp4
BELONG,,belong.mp4
BELOVED,,beloved.mp4
BELOW,,below.mp4
BELT,,belt.mp4
BEN,(as in "the name"),ben.mp4
BENCH,,bench.mp4
BEND,,bend.mp4
BEND,(as in "a person bending down"),bend2.mp4
BEND DOWN,(as in "a person bending down"),bend_down.mp4
BENEATH,,beneath.mp4
BENEDICTION,(as in "blessing"),benediction.mp4
BENEDICTION,(as in "Catholic benediction"),benediction2.mp4
BENEFIT,(as in "something extra gained"),benefit.mp4
BENEFIT,(as in "advantage or profit"),benefit2.mp4
BENEVOLENT,,benevolent.mp4
BENNIES,,bennies.mp4
BENNY,(as in "the name"),benny.mp4
BENT,,bent.mp4
BENTSH LICHT,,bentsh_licht.mp4
BERKELEY,(as in "the city in California"),berkeley.mp4
BERKLEY,(as in "the city in California"),berkley.mp4
BERMUDA,(as in "the British territory"),bermuda.mp4
BERRIES,,berries.mp4
BERRY,,berry.mp4
BESIDE,,beside.mp4
BEST,,best.mp4
BEST FRIEND,,best_friend.mp4
BEST MAN,,best_man.mp4
BESTOW,,bestow.mp4
BET,,bet.mp4
BET YOU,,bet_you.mp4
BETCHA,,betcha.mp4
BETH,(as in "the name"),beth.mp4
BETHLEHEM,,bethlehem.mp4
BETRAY,(as in "to betray someone"),betray.mp4
BETRAY,(as in "betray me"),betray2.mp4
BETSY,(as in "the name"),betsy.mp4
BETTER,,better.mp4
BETTER HALF,(as in "male spouse"),better_half.mp4
BETTER HALF,(as in "female spouse"),better_half2.mp4
BETTER HALF,(as in "partner"),better_half3.mp4
BETWEEN,,between.mp4
BETWEEN A ROCK AND A HARD PLACE,,between_a_rock_and_a_hard_place.mp4
BEVERAGE,,beverage.mp4
BEWARE,,beware.mp4
BEWILDER,(as in "perplexed or puzzled"),bewilder.mp4
BEWILDER,(as in "surprised or astonished"),bewilder2.mp4
BEWITCH,,bewitch.mp4
BEYONCE,(as in "the name"),beyonce.mp4
BEYOND,,beyond.mp4
BHUTAN,(as in "the country"),bhutan.mp4
BIANNUAL,,biannual.mp4
BIB,(as in "baby bib"),bib.mp4
BIBLE,,bible.mp4
BIBLE STORY,,bible_story.mp4
BIBLICAL,,biblical.mp4
BICKER,,bicker.mp4
BICYCLE,,bicycle.mp4
BICYCLING,,bicycling.mp4
BID,,bid.mp4
BIG,(as in "large or big horizontally"),big.mp4
BIG,(as in "tall or big vertically"),big2.mp4
BIG,(as in "older"),big3.mp4
BIG HEADED,,big_headed.mp4
BIG HEARTED,,big_hearted.mp4
BIG MEAL,,big_meal.mp4
BIG SHOT,,big_shot.mp4
BIG TRUCK,,big_truck.mp4
BIG WORD,,big_word.mp4
BIGGER,,bigger.mp4
BIGGEST,,biggest.mp4
BIKE,,bike.mp4
BIKE RIDING,,bike_riding.mp4
BIKINI,'(as in "women''s two piece swimsuit")',bikini.mp4
BILINGUAL,,bilingual.mp4
BILL,(as in "amount owed"),bill.mp4
BILL,(as in "a dollar bill"),bill2.mp4
BILL,(as in "legislation"),bill3.mp4
BILL OF RIGHTS,,bill_of_rights.mp4
BILLBOARD,,billboard.mp4
BILLFOLD,,billfold.mp4
BILLIARDS,,billiards.mp4
BILLION,(as in "the sign billion isolated"),billion.mp4
BIMONTHLY,(as in "twice a month"),bimonthly.mp4
BIMONTHLY,(as in "every two months"),bimonthly2.mp4
BINARY,,binary.mp4
BINOCULARS,,binoculars.mp4
BIOLOGY,,biology.mp4
BIRD,,bird.mp4
BIRD WING,,bird_wing.mp4
BIRTH,,birth.mp4
BIRTH CONTROL,,birth_control.mp4
BIRTHDAY,,birthday.mp4
BISCUIT,,biscuit.mp4
BISHOP,,bishop.mp4
BISON,,bison.mp4
BITE,(as in "using teeth to cut into something"),bite.mp4
BITE,(as in "bug bite"),bite2.mp4
BITE,(as in "BUG BITE"),bite3.mp4
BITE THE BULLET,,bite_the_bullet.mp4
BITTER,(as in "sour or tart"),bitter.mp4
BITTER,(as in "disappointed"),bitter2.mp4
BITTER COLD,,bitter_cold.mp4
BIWEEKLY,(as in "every two weeks"),biweekly.mp4
BIWEEKLY,(as in "twice a week"),biweekly2.mp4
BIZARRE,,bizarre.mp4
BLABBER MOUTH,,blabber_mouth.mp4
BLACK,(as in "the color"),black.mp4
BLACK,(as in "a black person"),black2.mp4
BLACK BALLED,,black_balled.mp4
BLACK FRIDAY,,black_friday.mp4
BLACK HAIR,,black_hair.mp4
BLACK HEARTED,,black_hearted.mp4
BLACK LISTED,,black_listed.mp4
BLACK OUT,,black_out.mp4
BLACKBERRY,,blackberry.mp4
BLACKBOARD,,blackboard.mp4
BLADDER,(as in "internal body part that holds urine"),bladder.mp4
BLAIR,(as in "the name"),blair.mp4
BLAKE,(as in "the name"),blake.mp4
BLAME,(as in "blame something"),blame.mp4
BLAME HER,,blame_her.mp4
BLAME HIM,,blame_him.mp4
BLAME IT,,blame_it.mp4
BLAME ME,,blame_me.mp4
BLAME THEM,,blame_them.mp4
BLAME YOU,,blame_you.mp4
BLAMELESS,,blameless.mp4
BLANK,,blank.mp4
BLANKET,,blanket.mp4
BLASPHEMY,,blasphemy.mp4
BLAST,,blast.mp4
BLAST OFF,,blast_off.mp4
BLEED,,bleed.mp4
BLEND,,blend.mp4
BLENDER,,blender.mp4
BLESS,,bless.mp4
BLESS YOU,(as in "God bless you and what you say after someone sneezes"),bless_you.mp4
BLESSING,,blessing.mp4
BLESSING,(as in "a priest giving a blessing"),blessing2.mp4
BLIND,,blind.mp4
BLINDS,(as in "vertical blinds; window coverings"),blinds.mp4
BLINDS,(as in "horizontal blinds; window coverings"),blinds2.mp4
BLINK,,blink.mp4
BLITZ,,blitz.mp4
BLIZZARD,,blizzard.mp4
BLOCK,(as in "to bar"),block.mp4
BLOCK,(as in "building block"),block2.mp4
BLOCKADE,,blockade.mp4
BLOG,,blog.mp4
BLOND,,blond.mp4
BLOOD,,blood.mp4
BLOOD CLOT,,blood_clot.mp4
BLOOD PRESSURE,,blood_pressure.mp4
BLOOD TYPE,,blood_type.mp4
BLOOD VESSEL,(as in "a tubular structure that carries blood through the body"),blood_vessel.mp4
BLOODSHOT EYE,,bloodshot_eye.mp4
BLOODSHOT EYES,,bloodshot_eyes.mp4
BLOSSOM,(as in "a plant"),blossom.mp4
BLOSSOM,(as in "a person"),blossom2.mp4
BLOUSE,,blouse.mp4
BLOW,,blow.mp4
BLOW OFF,(as in "to ignore"),blow_off.mp4
'BLOW ONE''S TOP',,blow_one1s_top.mp4
BLOW UP,(as in "TO BURST OUT IN ANGER"),blow_up.mp4
BLOW UP BALLOON,,blow_up_balloon.mp4
BLUE,(as in "the color"),blue.mp4
BLUE-COLLAR,(as in "work done in industry or the trades"),blue2collar.mp4
BLUEBERRY,,blueberry.mp4
BLUEBERRY POPSICLE,,blueberry_popsicle.mp4
BLUFF,,bluff.mp4
BLUNT,,blunt.mp4
BLURAY,,bluray.mp4
BLURRED,,blurred.mp4
BLURRY,,blurry.mp4
BLUSH,(as in "to turn red"),blush.mp4
BLUSH,(as in "cosmetic makeup"),blush2.mp4
BLUSTERY,,blustery.mp4
BOARD,(as in "a decision-making body of people for an organization"),board.mp4
BOARD GAME,,board_game.mp4
BOARD OF DEACONS,,board_of_deacons.mp4
BOARD OF TRUSTEES,,board_of_trustees.mp4
BOAST,,boast.mp4
BOAT,,boat.mp4
BOB,(as in "the name"),bob.mp4
BODY,,body.mp4
BOGUS,,bogus.mp4
BOIL,,boil.mp4
BOLD,|(as in "to be brave,_or_outgoin.mp4,BOLD.mp4
BOLD,(as in "color"),bold2.mp4
BOLD COLOR,,bold_color.mp4
BOLIVIA,(as in "the country"),bolivia.mp4
BOLT,(as in "lightning bolt"),bolt.mp4
BOLT,(as in "run or escape"),bolt2.mp4
BOMB,,bomb.mp4
BOMBED,(as in "drunk"),bombed.mp4
BONAIRE,(as in "the island in the Caribbean Sea"),bonaire.mp4
BONANZA,,bonanza.mp4
BOND,,bond.mp4
BONDAGE,,bondage.mp4
BONE,(as in "a single bone"),bone.mp4
BONES,(as in "bones in the body"),bones.mp4
BONGOS,,bongos.mp4
BOO,,boo.mp4
BOOK,(as in "a single book"),book.mp4
BOOKLET,,booklet.mp4
BOOKS,(as in "multiple books"),books.mp4
BOOKSHELF,,bookshelf.mp4
BOOKSHELVES,,bookshelves.mp4
BOOKSTORE,,bookstore.mp4
BOOM,,boom.mp4
BOOST,,boost.mp4
BOOTS,,boots.mp4
BORE,,bore.mp4
BORED,,bored.mp4
BORED,(as in "very bored"),bored2.mp4
BORN,,born.mp4
BORN AGAIN,,born_again.mp4
BORN AGAIN CHRISTIAN,,born_again_christian.mp4
BORROW,(as in "someone lets you borrow something from them"),borrow.mp4
BORROW,(as in "you let someone borrow something of yours"),borrow2.mp4
BOSNIA AND HERZEGOVINA,(as in "the country"),bosnia_and_herzegovina.mp4
BOSS,,boss.mp4
BOSTON,(as in "the capital city of Massachusetts"),boston.mp4
BOTH,,both.mp4
BOTHER,(as in "to bother me"),bother.mp4
BOTHER,(as in "to bother someone"),bother2.mp4
BOTTLE,,bottle.mp4
BOTTLED WATER,,bottled_water.mp4
BOTTOM,(as in "below or beneath"),bottom.mp4
BOTTOM,(as in "butt"),bottom2.mp4
BOULEVARD,,boulevard.mp4
BOUNCE,(as in "a ball bouncing away"),bounce.mp4
BOUNCE,(as in "to dribble or bounce a ball"),bounce2.mp4
BOUNTIFUL,,bountiful.mp4
BOW,|(as in "the gesture,_to_take_a_bo.mp4,BOW.mp4
BOW,(as in "a weapon for shooting arrows"),bow2.mp4
BOW,(as in "bow on a gift or package"),bow3.mp4
BOW,(as in "a decorative bow or hair bow"),bow4.mp4
BOW,(as in "bow tie"),bow5.mp4
BOW,(as in "violin or fiddle bow"),bow6.mp4
BOW NECKLINE,(as in "a type of shirt"),bow_neckline.mp4
BOW TIE,,bow_tie.mp4
BOW TIE SHIRT,,bow_tie_shirt.mp4
BOWEL MOVEMENT,,bowel_movement.mp4
BOWL,(as in "a dish"),bowl.mp4
BOWLING,|(as in "the verb,_to_bow.mp4,BOWLING.mp4
BOWLING,|(as in "the noun,_the_sport_of_bowlin.mp4,BOWLING2.mp4
BOWLING BALL,,bowling_ball.mp4
BOWLING PINS,,bowling_pins.mp4
BOX,,box.mp4
BOXERS,(as in "the type of underwear"),boxers.mp4
BOXING,,boxing.mp4
BOXING GLOVES,,boxing_gloves.mp4
BOY,,boy.mp4
BOY SCOUT,,boy_scout.mp4
BOYCOTT,,boycott.mp4
BOYFRIEND,,boyfriend.mp4
BRA,,bra.mp4
BRACELET,,bracelet.mp4
BRACKET,(as in "group"),bracket.mp4
BRACKET,(as in "the punctuation mark"),bracket2.mp4
BRACKET,(as in "a tournament bracket"),bracket3.mp4
BRAD,(as in "the name"),brad.mp4
BRAG,,brag.mp4
BRAID,(as in "to braid"),braid.mp4
BRAID,(as in "a hairstyle"),braid2.mp4
BRAILLE,,braille.mp4
BRAIN,,brain.mp4
BRAKE,(as in "to brake a vehicle; a vehicle’s break pedal"),brake.mp4
BRANCH,,branch.mp4
BRANCHES,,branches.mp4
BRAND,,brand.mp4
BRAND NEW,,brand_new.mp4
BRANDY,,brandy.mp4
BRAT,,brat.mp4
BRAVE,,brave.mp4
BRAVERY,,bravery.mp4
BRAZIL,(as in "the country"),brazil.mp4
BREAD,,bread.mp4
BREAK,(as in "separate or cause to separate"),break1.mp4
BREAK,(as in "a pause"),break2.mp4
BREAK DOWN,(as in "fall apart"),break_down.mp4
BREAK DOWN,(as in "destruction or collapse"),break_down2.mp4
BREAK UP,,break_up.mp4
BREAKDOWN,(as in "mental breakdown"),breakdown.mp4
BREAKDOWN,(as in "communication breakdown"),breakdown2.mp4
BREAKFAST,,breakfast.mp4
BREAKFAST TIME,,breakfast_time.mp4
BREAST,(as in "breast of an animal"),breast.mp4
BREAST,'(as in "the organs on the upper front of a woman''s body")',breast2.mp4
BREAST CANCER,,breast_cancer.mp4
BREATH,(as in "to take a breath"),breath.mp4
BREATH,(as in "the air from breathing"),breath2.mp4
BREATH,(as in "deep breath"),breath3.mp4
BREATHE,(as in "to take a breath"),breathe.mp4
BREED,(as in "cause an animal to produce offspring"),breed.mp4
BREEZE,,breeze.mp4
BREEZY,,breezy.mp4
BRENDA,(as in "the name"),brenda.mp4
BRENDAN,(as in "the name"),brendan.mp4
BRIAN,(as in "the name"),brian.mp4
BRIBE,,bribe.mp4
BRICK,,brick.mp4
BRIDE,,bride.mp4
BRIDESMAID,,bridesmaid.mp4
BRIDGE,,bridge.mp4
BRIEF,,brief.mp4
BRIEFS,(as in "the type of underwear"),briefs.mp4
BRIGHT,(as in "light"),bright.mp4
BRIGHT,(as in "smart"),bright2.mp4
BRILLIANT,,brilliant.mp4
BRIMMED HAT,,brimmed_hat.mp4
BRING,(as in "bring to me"),bring.mp4
BRING,(as in "bring to someone"),bring2.mp4
BRING HERE,,bring_here.mp4
BRIS MILAH,,bris_milah.mp4
BRITAIN,,britain.mp4
BRITISH,,british.mp4
BRITISH COLUMBIA,(as in "the Canadian province"),british_columbia.mp4
BRITISH VIRGIN ISLANDS,,british_virgin_islands.mp4
BRO,(as in "male sibling"),bro.mp4
BROAD,,broad.mp4
BROADCAST,,broadcast.mp4
BROCCOLI,,broccoli.mp4
BROCHURE,,brochure.mp4
BROKE,(as in "no money"),broke.mp4
BROKE,(as in "to break something or no longer working"),broke2.mp4
BROKE,(as in "a broken engine"),broke3.mp4
BROKEN,(as in "something broken or not working"),broken.mp4
BROKEN,(as in "a broken engine"),broken2.mp4
BRONZE,,bronze.mp4
BROOK,,brook.mp4
BROOKE,(as in "the name"),brooke.mp4
BROOM,,broom.mp4
BROTHER,(as in "male sibling"),brother.mp4
BROTHER,(as in "a Catholic brother"),brother2.mp4
BROTHER-IN-LAW,,brother2in2law.mp4
BROTHERHOOD,,brotherhood.mp4
BROWN,(as in "the color"),brown.mp4
BROWN HAIR,,brown_hair.mp4
BROWN NOSE,,brown_nose.mp4
BROWN SUGAR,,brown_sugar.mp4
BROWSE,,browse.mp4
BROWSER,(as in "web browser"),browser.mp4
BRUNEI,(as in "the country"),brunei.mp4
BRUNETTE,,brunette.mp4
BRUSH,|(as in "verb,_to_brus.mp4,BRUSH.mp4
BRUSH,|(as in "noun,_a_brus.mp4,BRUSH2.mp4
BRUSH YOUR TEETH,,brush_your_teeth.mp4
BS,(as in "a type of undergraduate degree"),bs.mp4
BUBBLE,(as in "jacuzzi bubbles"),bubble.mp4
BUBBLE,(as in "blow soap bubbles"),bubble2.mp4
BUBBLE,(as in "blow bubble gum"),bubble3.mp4
BUBBLE,(as in "bath bubbles"),bubble4.mp4
BUBBLING,,bubbling.mp4
BUCKET,,bucket.mp4
BUCKLE,(as in "belt buckle"),buckle.mp4
BUCKLE UP,,buckle_up.mp4
BUDDHIST,,buddhist.mp4
BUDGET,,budget.mp4
BUFF,,buff.mp4
BUFFALO,|(as in "the city - Buffalo,_new_yor.mp4,BUFFALO.mp4
BUFFALO,(as in "an American Buffalo or Bison"),buffalo2.mp4
BUFFALO,(as in "the animal primarily from Africa and Asia"),buffalo3.mp4
BUFFALO N.Y.,,buffalo_n3y3.mp4
BUFFET,,buffet.mp4
BUG,,bug.mp4
BUILD,(as in "the act of constructing something"),build.mp4
BUILDING,(as in "a large man-made structure"),building.mp4
BUILT,(as in "a fit physical build of a person"),built.mp4
BULB,,bulb.mp4
BULGARIA,,bulgaria.mp4
BULK,,bulk.mp4
BULL,(as in "a male animal"),bull.mp4
BULLDOZE,,bulldoze.mp4
BULLDOZER,,bulldozer.mp4
BULLET,,bullet.mp4
BULLY,,bully.mp4
BUM,(as in "vagrant"),bum.mp4
BUM CLOTHES,,bum_clothes.mp4
BUMMER,,bummer.mp4
BUMMY CLOTHES,(as in "clothing"),bummy_clothes.mp4
BUMP,(as in "contact with something else; a collision"),bump.mp4
BUMP,(as in "bump in the road"),bump2.mp4
BUMP,(as in "bump on the head"),bump3.mp4
BUMP,(as in "fist pump"),bump4.mp4
BUMP,(as in "bumping into another person"),bump5.mp4
BUMP,(as in "a vehicle backing up into another vehicle"),bump6.mp4
BUMP,(as in "a vehicle rear ending another vehicle"),bump7.mp4
BUMPY,,bumpy.mp4
BUN,(as in "a type of bread"),bun.mp4
BUN,(as in "a hair bun"),bun2.mp4
BUNCH,,bunch.mp4
BUNGEE JUMPER,,bungee_jumper.mp4
BUNNY,(as in "a rabbit"),bunny.mp4
BUNNY,(as in "a baby rabbit"),bunny2.mp4
BURDEN,,burden.mp4
BUREAU,,bureau.mp4
BURGER,,burger.mp4
BURGER KING,,burger_king.mp4
BURGLAR,,burglar.mp4
BURGLARY,,burglary.mp4
BURMA,(as in "the country also known as Myanmar"),burma.mp4
BURN,(as in "fire or flames"),burn.mp4
BURP,,burp.mp4
BURST,(as in "to explode"),burst.mp4
BURST,(as in "an outburst"),burst2.mp4
BURST,(as in "burst into flames"),burst3.mp4
BURT,(as in "the name"),burt.mp4
BURY,,bury.mp4
BUS,(as in "a form of transportation"),bus.mp4
BUS DRIVER,,bus_driver.mp4
BUS SERVICE,,bus_service.mp4
BUS STATION,,bus_station.mp4
BUS STOP,,bus_stop.mp4
BUSH,,bush.mp4
BUSINESS,,business.mp4
BUST,(as in "statue"),bust.mp4
BUST,(as in "to arrest"),bust2.mp4
BUST,(as in "no good"),bust3.mp4
BUST,'(as in "a woman''s chest")',bust4.mp4
BUST,(as in "a man’s chest"),bust5.mp4
BUSY,,busy.mp4
BUT,(as in "except"),but.mp4
BUT,(as in "frustrate"),but2.mp4
BUTT,,butt.mp4
BUTT IN,(as in "to interrupt someone"),butt_in.mp4
BUTT IN,(as in "to interrupt me"),butt_in2.mp4
BUTTER,,butter.mp4
BUTTERFLY,,butterfly.mp4
BUTTINSKY,,buttinsky.mp4
BUTTON,,button.mp4
BUTTONS,,buttons.mp4
BUY,,buy.mp4
BUZZ,,buzz.mp4
BUZZ CUT,,buzz_cut.mp4
BY,(as in "near or close to"),by.mp4
BY,(as in "authorship"),by2.mp4
BY,(as in "from"),by3.mp4
BY A HAIR,,by_a_hair.mp4
BY AND BY,,by_and_by.mp4
BYE,,bye.mp4
C,(as in "the letter C"),c.mp4
C-SECTION,,c2section.mp4
CAB,(as in "taxicab"),cab.mp4
CABBAGE,,cabbage.mp4
CABINET,,cabinet.mp4
CABINETMAKER,,cabinetmaker.mp4
CACTUS,,cactus.mp4
CAESAREAN,,caesarean.mp4
CAFE,,cafe.mp4
CAFETERIA,,cafeteria.mp4
CAFFEINE,,caffeine.mp4
CAGE,,cage.mp4
CAJOLE,,cajole.mp4
CAKE,,cake.mp4
CAL,(as in "the name"),cal.mp4
CALCULATE,,calculate.mp4
CALCULATOR,,calculator.mp4
CALCULUS,,calculus.mp4
CALENDAR,,calendar.mp4
CALF,(as in "a young cow"),calf.mp4
CALF,(as in "the body part"),calf2.mp4
CALIFORNIA,(as in "the state"),california.mp4
CALL,'(as in "someone''s name")',call.mp4
CALL,(as in "summon someone"),call2.mp4
CALL,|(as in "to call out,_s.mp4, or scream")|,CALL3.mp4
CALL,(as in "to call someone by phone"),call4.mp4
CALL,(as in "to call me by phone"),call5.mp4
CALL,(as in "to call someone by TTY"),call6.mp4
CALL,(as in "to call me by TTY"),call7.mp4
CALL,(as in "summon me"),call8.mp4
CALM,,calm.mp4
CALM DOWN,,calm_down.mp4
CALVARY,(as in "the site of the crucifixion of Jesus"),calvary.mp4
CALVES,,calves.mp4
CALVINIST,,calvinist.mp4
CAMBODIA,(as in "the country"),cambodia.mp4
CAME,,came.mp4
CAMEL,,camel.mp4
CAMERA,(as in "photo camera"),camera.mp4
